Gene ID,Product Description,Gene Type
AARA002719,unspecified product,protein coding gene
AARA002720,unspecified product,protein coding gene
AARA002721,unspecified product,protein coding gene
AARA002722,unspecified product,protein coding gene
AARA002723,unspecified product,protein coding gene
AARA002728,ADP-ribosylation factor-binding protein GGA [Source:Projected from Anopheles gambiae (AGAP011568) UniProtKB/TrEMBL;Acc:A0A1S4H6Z1],protein coding gene
AARA002729,unspecified product,protein coding gene
AARA002730,Ras-related protein Rab-23 [Source:Projected from Anopheles gambiae (AGAP011565) VB Community Annotation],protein coding gene
AARA002731,UDP-glucuronosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182HN95],protein coding gene
AARA002732,Yippee-like [Source:Projected from Anopheles gambiae (AGAP011563) VB Community Annotation],protein coding gene
AARA002733,outer segment 4,protein coding gene
AARA002735,26S proteasome regulatory subunit T5 [Source:Projected from Anopheles gambiae (AGAP011557) VB Community Annotation],protein coding gene
AARA002736,Protein muscleblind [Source:Projected from Anopheles gambiae (AGAP011555) VB Community Annotation],protein coding gene
AARA002737,unspecified product,protein coding gene
AARA002738,unspecified product,protein coding gene
AARA002739,unspecified product,protein coding gene
AARA002741,protein transport protein SEC31 [Source:Projected from Anopheles gambiae (AGAP011551) VB Community Annotation],protein coding gene
AARA002742,unspecified product,protein coding gene
AARA002743,unspecified product,protein coding gene
AARA002744,unspecified product,protein coding gene
AARA002745,unspecified product,protein coding gene
AARA002746,unspecified product,protein coding gene
AARA002747,unspecified product,protein coding gene
AARA002748,calcium channel flower [Source:Projected from Anopheles gambiae (AGAP011546) VB Community Annotation],protein coding gene
AARA002752,unspecified product,protein coding gene
AARA002753,Ecto-NOX disulfide-thiol exchanger [Source:Projected from Anopheles gambiae (AGAP011541) VB Community Annotation],protein coding gene
AARA002755,"dynein intermediate chain 2, axonemal [Source:Projected from Anopheles gambiae (AGAP011540) VB Community Annotation]",protein coding gene
AARA002756,"dynein intermediate chain 2, axonemal [Source:Projected from Anopheles gambiae (AGAP011539) VB Community Annotation]",protein coding gene
AARA002757,unspecified product,protein coding gene
AARA002758,2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 [Source:UniProtKB/TrEMBL;Acc:A0A182HNC2],protein coding gene
AARA002759,argonaute [Source:Projected from Anopheles gambiae (AGAP029751) VB Community Annotation],protein coding gene
AARA002760,Mini-chromosome maintenance complex-binding protein [Source:Projected from Anopheles gambiae (AGAP011536) VB Community Annotation],protein coding gene
AARA002761,"transcription elongation factor B, polypeptide [Source:Projected from Anopheles gambiae (AGAP011535) VB Community Annotation]",protein coding gene
AARA002762,unspecified product,protein coding gene
AARA002763,tetratricopeptide repeat protein [Source:Projected from Anopheles gambiae (AGAP011533) VB Community Annotation],protein coding gene
AARA002764,septin [Source:Projected from Anopheles gambiae (AGAP011532) VB Community Annotation],protein coding gene
AARA002765,Selenium-binding protein [Source:Projected from Anopheles gambiae (AGAP011531) VB Community Annotation],protein coding gene
AARA002766,unspecified product,protein coding gene
AARA002767,unspecified product,protein coding gene
AARA002768,unspecified product,protein coding gene
AARA002769,unspecified product,protein coding gene
AARA002770,unspecified product,protein coding gene
AARA002771,unspecified product,protein coding gene
AARA002772,unspecified product,protein coding gene
AARA002773,unspecified product,protein coding gene
AARA002774,28 kDa heat-and acid-stable phosphoprotein [Source:Projected from Anopheles gambiae (AGAP011521) VB Community Annotation],protein coding gene
AARA002775,unspecified product,protein coding gene
AARA002776,unspecified product,protein coding gene
AARA002777,unspecified product,protein coding gene
AARA002778,ATP-binding cassette transporter (ABC transporter) family A member [Source:Projected from Anopheles gambiae (AGAP011518) VB Community Annotation],protein coding gene
AARA002779,unspecified product,protein coding gene
AARA002780,"Actin, cytoplasmic [Source:Projected from Anopheles gambiae (AGAP011516) UniProtKB/TrEMBL;Acc:A0A1S4H6X2]",protein coding gene
AARA002782,"phospholipase b, plb1 [Source:Projected from Anopheles gambiae (AGAP011513) VB Community Annotation]",protein coding gene
AARA002783,unspecified product,protein coding gene
AARA002784,"phospholipase b, plb1 [Source:Projected from Anopheles gambiae (AGAP011512) VB Community Annotation]",protein coding gene
AARA002785,"phospholipase b, plb1 [Source:Projected from Anopheles gambiae (AGAP011511) VB Community Annotation]",protein coding gene
AARA002786,unspecified product,protein coding gene
AARA002787,unspecified product,protein coding gene
AARA002788,Carboxylic ester hydrolase [Source:UniProtKB/TrEMBL;Acc:A0A182HNF1],protein coding gene
AARA002789,condensin complex subunit [Source:Projected from Anopheles gambiae (AGAP011508) VB Community Annotation],protein coding gene
AARA002790,IRS-type PTB domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182HNF3],protein coding gene
AARA002791,Carboxylic ester hydrolase [Source:UniProtKB/TrEMBL;Acc:A0A182HNF4],protein coding gene
AARA002792,unspecified product,protein coding gene
AARA002793,unspecified product,protein coding gene
AARA002794,unspecified product,protein coding gene
AARA002797,unspecified product,protein coding gene
AARA002798,unspecified product,protein coding gene
AARA002799,60S ribosomal protein L37 [Source:Projected from Anopheles gambiae (AGAP011501) VB Community Annotation],protein coding gene
AARA002800,unspecified product,protein coding gene
AARA002803,unspecified product,protein coding gene
AARA002804,vacuolar protein sorting [Source:Projected from Anopheles gambiae (AGAP011497) VB Community Annotation],protein coding gene
AARA002805,F-box domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182HNG8],protein coding gene
AARA002806,unspecified product,protein coding gene
AARA002808,Uncharacterized MFS-type transporter C19orf28 [Source:Projected from Anopheles gambiae (AGAP011492) VB Community Annotation],protein coding gene
AARA002809,Sorting nexin-17 [Source:Projected from Anopheles gambiae (AGAP011491) VB Community Annotation],protein coding gene
AARA002810,unspecified product,protein coding gene
AARA002811,unspecified product,protein coding gene
AARA002814,unspecified product,protein coding gene
AARA002815,unspecified product,protein coding gene
AARA002816,Phospholipid-transporting ATPase [Source:UniProtKB/TrEMBL;Acc:A0A182HNH8],protein coding gene
AARA002817,unspecified product,protein coding gene
AARA002818,unspecified product,protein coding gene
AARA002819,unspecified product,protein coding gene
AARA002820,unspecified product,protein coding gene
AARA002821,unspecified product,protein coding gene
AARA002822,unspecified product,protein coding gene
AARA002823,Hyaluronidase [Source:UniProtKB/TrEMBL;Acc:A0A182HNI5],protein coding gene
AARA002824,Hyaluronidase [Source:UniProtKB/TrEMBL;Acc:A0A182HNI6],protein coding gene
AARA002825,unspecified product,protein coding gene
AARA002826,Metalloendopeptidase [Source:UniProtKB/TrEMBL;Acc:A0A182HNI8],protein coding gene
AARA002827,unspecified product,protein coding gene
AARA002828,unspecified product,protein coding gene
AARA002829,unspecified product,protein coding gene
AARA002830,ubiquitin-protein ligase E3 C [Source:Projected from Anopheles gambiae (AGAP011474) VB Community Annotation],protein coding gene
AARA002831,Leucine-rich repeat-containing protein [Source:Projected from Anopheles gambiae (AGAP011472) VB Community Annotation],protein coding gene
AARA002832,large subunit GTPase [Source:Projected from Anopheles gambiae (AGAP011471) VB Community Annotation],protein coding gene
AARA002834,unspecified product,protein coding gene
AARA002835,unspecified product,protein coding gene
AARA002836,src homology 2 domain-containing transforming protein C [Source:Projected from Anopheles gambiae (AGAP011463) VB Community Annotation],protein coding gene
AARA002837,unspecified product,protein coding gene
AARA002838,unspecified product,protein coding gene
AARA002839,salivary cysteine-rich protein [Source:Projected from Anopheles gambiae (AGAP011460) VB Community Annotation],protein coding gene
AARA002840,unspecified product,protein coding gene
AARA002841,FK506-binding protein [Source:Projected from Anopheles gambiae (AGAP011458) VB Community Annotation],protein coding gene
AARA002842,ribose 5-phosphate isomerase A [Source:Projected from Anopheles gambiae (AGAP011457) VB Community Annotation],protein coding gene
AARA002843,unspecified product,protein coding gene
AARA002844,unspecified product,protein coding gene
AARA002845,unspecified product,protein coding gene
AARA002846,rotatin [Source:Projected from Anopheles gambiae (AGAP011454) VB Community Annotation],protein coding gene
AARA002847,unspecified product,protein coding gene
AARA002848,unspecified product,protein coding gene
AARA002849,unspecified product,protein coding gene
AARA002850,unspecified product,protein coding gene
AARA002851,unspecified product,protein coding gene
AARA002852,Flap endonuclease 1 [Source:UniProtKB/TrEMBL;Acc:A0A182HNL3],protein coding gene
AARA002853,protein DEK [Source:Projected from Anopheles gambiae (AGAP011447) VB Community Annotation],protein coding gene
AARA002854,far upstream element-binding protein [Source:Projected from Anopheles gambiae (AGAP011446) VB Community Annotation],protein coding gene
AARA002856,unspecified product,protein coding gene
AARA002857,Proteasome subunit beta type [Source:UniProtKB/TrEMBL;Acc:A0A182HNL8],protein coding gene
AARA002858,unspecified product,protein coding gene
AARA002859,unspecified product,protein coding gene
AARA002861,dynein heavy chain [Source:Projected from Anopheles gambiae (AGAP011441) VB Community Annotation],protein coding gene
AARA002862,nucleolar protein [Source:Projected from Anopheles gambiae (AGAP011440) VB Community Annotation],protein coding gene
AARA002863,unspecified product,protein coding gene
AARA002864,Casein kinase II subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A182HNM5],protein coding gene
AARA002865,unspecified product,protein coding gene
AARA002866,unspecified product,protein coding gene
AARA002868,unspecified product,protein coding gene
AARA002869,unspecified product,protein coding gene
AARA002870,unspecified product,protein coding gene
AARA002871,unspecified product,protein coding gene
AARA002872,solute carrier family 17 member [Source:Projected from Anopheles gambiae (AGAP011426) VB Community Annotation],protein coding gene
AARA002873,Structural maintenance of chromosomes protein [Source:UniProtKB/TrEMBL;Acc:A0A182HNN4],protein coding gene
AARA002874,40S ribosomal protein S16,protein coding gene
AARA002875,Proteasome subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A182HNN6],protein coding gene
AARA002876,unspecified product,protein coding gene
AARA002877,IQ motif and SEC7 domain-containing protein [Source:Projected from Anopheles gambiae (AGAP011421) VB Community Annotation],protein coding gene
AARA002878,unspecified product,protein coding gene
AARA002879,unspecified product,protein coding gene
AARA002880,unspecified product,protein coding gene
AARA002881,unspecified product,protein coding gene
AARA002883,unspecified product,protein coding gene
AARA002884,unspecified product,protein coding gene
AARA002885,unspecified product,protein coding gene
AARA002886,unspecified product,protein coding gene
AARA002890,Protein quiver [Source:Projected from Anopheles gambiae (AGAP011412) UniProtKB/TrEMBL;Acc:Q7Q2Z7],protein coding gene
AARA002893,XK-related protein [Source:UniProtKB/TrEMBL;Acc:A0A182HNQ4],protein coding gene
